	business_id	name	neighborhood	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	categories
44801	4R9FARNLYnf629i51kNtcg	"""Ulta Beauty"""		"""4286 Kent Rd"""	Stow	OH	44224	41.1533337	-81.4100774	2.5	3	1	Cosmetics & Beauty Supply;Skin Care;Hair Salons;Shopping;Beauty & Spas
44830	yG9SpxEQVIhk6e1o3jbSKg	"""Agave Tequileria & Cocina"""		"""20 Main St"""	Westlake	OH	44145	41.458711	-81.9519346	3.0	14	0	Mexican;Restaurants
44861	hJBy3UoJuRlfeOW8ypTo1w	"""FLEX Cleveland"""	Campus District	"""2600 Hamilton Ave"""	Cleveland	OH	44114	41.5125751	-81.6751123	4.0	5	1	Adult Entertainment;Dance Clubs;Active Life;Hotels;Event Planning & Services;Nightlife;Hotels & Travel
44869	BZfjE0VJ5yntC-mGnjtj0w	"""The Local Bar"""		"""14751 Pearl Rd"""	Strongsville	OH	44136	41.3077299	-81.8333257	4.0	16	1	Music Venues;Cocktail Bars;Beer Bar;American (Traditional);Nightlife;Arts & Entertainment;Restaurants;Bars
44880	XWNbd_RDR4lIzf_XlnUqpg	"""PIZZAFIRE"""		"""7725 W Ridgewood Dr"""	Parma	OH	44129	41.3835476503	-81.7392260581	3.0	19	1	Pizza;Salad;Restaurants
44882	x3nZVmEyXIYu3z5_dfbvTQ	"""Columbo Room"""	East Cleveland	"""1988 Noble Rd"""	Cleveland	OH	44112	41.5400564	-81.5629549	5.0	4	1	Seafood;Restaurants
44887	aJFrxgb1M7hwbtraGZcaMg	"""Bare Escentuals"""		"""26300 Cedar Rd"""	Beachwood	OH	44122	41.498545	-81.4939648	2.5	3	1	Cosmetics & Beauty Supply;Shopping;Beauty & Spas
44888	d-u-4Y0BJpbKnEd2NtXAHA	"""Crystal Nails"""		"""7721 Market Place Dr"""	Aurora	OH	44202	41.3520299	-81.3851131	4.0	5	1	Nail Salons;Beauty & Spas
44929	jvtwW6WsuiDzZyB1cl3UGA	"""Kohl's"""		"""8100 Macedonia Commons Blvd"""	Macedonia	OH	44056	41.308066	-81.518539	3.5	7	1	Shoe Stores;Men's Clothing;Sports Wear;Fashion;Department Stores;Women's Clothing;Shopping;Sporting Goods;Toy Stores
44932	wtY09yv8Mzuw1PBvWrj36w	"""Comfort Inn & Suites"""		"""9172 Market Square Dr"""	Streetsboro	OH	44241	41.240698	-81.353712	1.0	4	1	Hotels;Event Planning & Services;Hotels & Travel
44933	zwuOvY99p2UAOzuj1wAX6A	"""City Star Nails"""		"""17428 Lorain Ave"""	Cleveland	OH	44111	41.451175	-81.818134	3.0	38	1	Beauty & Spas;Nail Salons;Waxing;Hair Removal
44944	wyFBwNMagJlb_fD-_DKbmw	"""Starfish and Coffee"""		"""154 Main St"""	Painesville	OH	44077	41.7255395659	-81.2419498712	5.0	3	1	Bakeries;Coffee & Tea;Shopping;Fashion;Accessories;Food
44948	EjBZKPyq_G9WMO01N8DnDw	"""Winking Lizard Tavern"""	Gateway District	"""811 Huron Rd E"""	Cleveland	OH	44115	41.4985902	-81.6866925	3.5	181	1	Bars;Restaurants;Chicken Wings;Nightlife;Burgers;Sports Bars
44955	JJ6kckWE3NbjsF-La3mUEA	"""Cuyahoga County Public Library - Parma-South Branch"""		"""7335 Ridge Rd"""	Parma	OH	44129	41.36695	-81.733102	4.5	3	0	Public Services & Government;Libraries
44962	O2kjePZMrLUPu5DntBnBxQ	"""Summit Sound & Security"""		"""8027 B Darrow Rd"""	Twinsburg	OH	44087	41.2837647	-81.4397047	3.5	6	1	Electronics;Automotive;Home Services;Home Theatre Installation;Home Window Tinting;Local Services;Car Stereo Installation;Electronics Repair;Shopping;Auto Parts & Supplies
44966	sR4qvR0UmeOrL8dB7LCM7g	"""Santo Salon & Spa"""		"""31100 Pinetree Rd"""	Pepper Pike	OH	44124	41.46183	-81.458428	4.0	22	1	Beauty & Spas;Tanning;Waxing;Nail Salons;Day Spas;Hair Salons;Hair Removal;Skin Care
44967	02Aeak_LHFO8qzfFzzZnMw	"""Southern Fusion Restaurant"""		"""26598 Lake Shore Blvd"""	Euclid	OH	44132	41.6221094	-81.499044	4.5	10	0	Southern;American (New);Restaurants
44994	q8SeaaT1pI-MZrG_L6MATw	"""Cleveland Clinic - Fairview Hospital"""		"""18101 Lorain Ave"""	Cleveland	OH	44111	41.4501194	-81.8238665	3.5	19	1	Hospitals;Health & Medical
45025	PaLIOil2ryOkqntiP6e-hA	"""Canopy Collective"""	Ohio City	"""3910 Lorain Ave"""	Cleveland	OH	44113	41.4808293	-81.7129449	4.5	8	1	Arts & Entertainment;Arts & Crafts;Shopping;Art Galleries
45037	7tOvLxeXWpBCdd1WRBD_FQ	"""Target Automotive Service"""		"""566 Broadway Ave"""	Bedford	OH	44146	41.3941877	-81.5393793	4.5	3	1	Na
45038	-ekwwisvvn40RI3g66b9RQ	"""Union Eye Care Center Inc"""		"""1333 N Carpenter Rd"""	Brunswick	OH	44212	41.2395509	-81.8076701	1.5	4	1	Shopping;Eyewear & Opticians
45040	J5kUNCioqtgNCursxMMJaw	"""Stadium 3 Bar & Grille"""	Civic Center	"""1111 Lakeside Ave E"""	Cleveland	OH	44114	41.5069914	-81.6901042	3.0	33	1	Nightlife;American (Traditional);Restaurants;Bars
45043	02E9r4BQzVrA76Bf7G-KMw	"""Edison's Pizza Kitchen"""	Civic Center	"""2365 Professor Ave"""	Cleveland	OH	44178	41.50003	-81.69466	4.0	154	1	Restaurants;Pizza
45049	a52rTUoAQQvLlBCeL06jUg	"""Cox Business"""		"""12221 Plaza Dr"""	Parma	OH	44130	41.396826	-81.778277	1.5	3	1	Television Service Providers;Professional Services;Home Services;Internet Service Providers
45054	GzHhdq5fZbFLhbWRYMCDcw	"""David's Deli"""		"""1111 Superior Ave E, Ste 2"""	Cleveland	OH	44114	41.4897235122	-81.6988420275	3.5	7	1	Restaurants;Delis
45055	Cl5-HGrLXawhEVc7OJthBA	"""Mr. Chicken"""		"""1150 W Pleasant Valley Rd"""	Parma	OH	44134	41.362497	-81.686506	2.5	7	1	Restaurants;Chicken Wings
45063	Tvx9Yk2jvATtGDPTUG1GQw	"""Brown Bag Burger"""		"""25853 Brookpark Rd"""	North Olmsted	OH	44070	41.418843	-81.9105864	4.0	106	1	Burgers;Restaurants
45137	uQ0F5TWi_psha-tF_hUudg	"""Holly's Ice Cream and Yogurt"""		"""17636 Pearl Rd"""	Strongsville	OH	44136	41.2896082423	-81.8357778986	3.5	6	1	Food;Ice Cream & Frozen Yogurt
45176	EGe2Mc-1H2AAmXE0IQJYkg	"""R/S Boutique"""	Ohio City	"""2078 W 25th St"""	Cleveland	OH	44113	41.4830726	-81.7028917	4.5	22	1	Accessories;Home & Garden;Shopping;Fashion;Women's Clothing;Home Decor
45213	LDgMz-WKV6-ILICEBHXm4w	"""PetPeople"""		"""13932 Cedar Rd"""	University Heights	OH	44118	41.5009437045	-81.5382561833	5.0	4	1	Pet Stores;Pets
45231	c4-Inez2ZNBDOqmVb0uPYw	"""Good 'N Raw"""		"""11860 Clifton Blvd"""	Lakewood	OH	44107	41.4886311	-81.7718303	4.0	6	0	Live/Raw Food;Restaurants;Specialty Food;Health Markets;Vegan;Juice Bars & Smoothies;Food
45263	WHlbUb5SNdXDKYfkNDo89A	"""Pickwick & Frolic Restaurant & Club"""	Gateway District	"""2035 E 4th St"""	Cleveland	OH	44115	41.4993026	-81.6900504	3.5	128	1	Food;Lounges;Ice Cream & Frozen Yogurt;American (Traditional);Nightlife;Restaurants;Bars
45273	-tQCQBV893bwhM3AXs2MJA	"""Haul-Away"""		"""3024 Brecksville Rd"""	Richfield	OH	44286	41.2178455	-81.6390583	1.0	4	1	Junk Removal & Hauling;Local Services
45287	Lx2iogriI7219WkgKgliAQ	"""Noble Beast Brewing"""	Northeast District	"""1470 Lakeside Ave E"""	Cleveland	OH	44114	41.5077833975	-81.6863898933	4.5	56	1	Food;Breweries
45292	kh4fLYwyUl8yb7IHu-HCyw	"""Charley's Grilled Subs"""	Tower City	"""230 W Huron Rd, Ste 7247"""	Cleveland	OH	44113	41.4979424	-81.6939786	3.0	4	1	Restaurants;Sandwiches
45302	6wae8liNBbynHWKzQMtusA	"""A Luncheon Time"""		"""640 Dover Center Rd"""	Bay Village	OH	44140	41.478173	-81.922074	5.0	7	1	Caterers;Restaurants;Cafes;Event Planning & Services
45314	8PjqLmbhyS66OTAtMQf8lQ	"""Folicle A Salon"""		"""18501 Detroit Ave"""	Lakewood	OH	44107	41.4820827	-81.8266695	4.5	7	1	Beauty & Spas;Hair Salons
45315	OohttO16eei_cctxUKpRMg	"""Daishin Steak House"""		"""26092 Brookpark Rd"""	North Olmsted	OH	44070	41.4184253597	-81.9105434418	3.0	17	0	Restaurants;Japanese;Sushi Bars
45329	V4YBWutY9j3ONvrTH-EhMg	"""Giant Eagle Supermarket"""	Jefferson	"""3050 W 117th St"""	Cleveland	OH	44111	41.4689392	-81.7717994	3.0	28	1	Beer;Wine & Spirits;Restaurants;Drugstores;Shopping;Delis;Food;Grocery
45343	6g3ioAq7f--yfQUwkMxnVw	"""Phantasy Nightclub"""		"""11802 Detroit Ave"""	Lakewood	OH	44107	41.4839595	-81.7704583	3.0	9	1	Arts & Entertainment;Dance Clubs;Event Planning & Services;Music Venues;Venues & Event Spaces;Nightlife
45346	jAXFZLuccAbr7phf8A_Pwg	"""Colossal Cupcakes"""		"""52 Ss Comet Ln"""	Westlake	OH	44145	41.462144	-81.951472	2.0	6	1	Food;Cupcakes;Desserts;Custom Cakes
45353	TPJO55zWyo2CeeXQvOre8A	"""Tastebuds"""	Campus District	"""1400 E 30th St"""	Cleveland	OH	44114	41.5113068	-81.6716659	4.5	53	1	Restaurants;Sandwiches;American (New)
45355	NGXB4QkYOtWLvaI6GULw7g	"""Kaya Elements"""		"""4859 Dover Ctr Rd, Ste 3"""	North Olmsted	OH	44070	41.4189415	-81.9227437	5.0	18	1	Beauty & Spas;Hair Removal;Hair Stylists;Hair Salons;Waxing;Skin Care;Day Spas;Massage
45375	cO6jrhqU1ETD5ANLpUPTHQ	"""Quality Inn Wickliffe - Cleveland East"""		"""28611 Euclid Ave"""	WICKLIFFE	OH	44092	41.599387	-81.485813	1.0	6	0	Hotels;Event Planning & Services;Hotels & Travel
45380	CsXyVmPftQwvOxsHwKw66w	"""Walgreens"""		"""6900 Rockside Rd"""	Independence	OH	44131	41.3938412	-81.6419306	3.5	8	1	Shopping;Cosmetics & Beauty Supply;Food;Convenience Stores;Drugstores;Beauty & Spas
45395	6Nm-gtXJxY4Ajmq3pdjdxA	"""Double Dog Day Care"""		"""3073 Graham Rd"""	Stow	OH	44224	41.1674794	-81.4034975	3.5	7	1	Pet Services;Pets;Pet Groomers;Pet Sitting
45427	EvLIrlZtI1GnzSPb0NlB-g	"""CVS/pharmacy"""	Gateway District	"""840 Euclid Ave"""	Cleveland	OH	44114	41.499883	-81.687106	3.5	11	1	Shopping;Drugstores
45439	kt8gBE0TcSC_Srrxg98Mow	"""Great Wall Chinese Restaurant"""		"""4930 Turney Rd"""	Cleveland	OH	44125	41.425735	-81.613844	4.0	4	1	Chinese;Restaurants
45440	Ye7m47NmlX-r6dyCU1ix0A	"""Pure & Supreme Cuisine"""	Gateway District	"""Colonial Market Place, 530 Euclid Ave"""	Cleveland	OH	44115	41.4997378627	-81.6896199735	4.5	46	0	Restaurants;Soul Food;Vegan;Gluten-Free
45445	XvA13J_8ydK8gxhO223EvQ	"""Acker Moore Banquet Hall"""		"""3733 Fishcreek Rd"""	Stow	OH	44224	41.1578269	-81.3990466	2.5	3	1	Venues & Event Spaces;Event Planning & Services
45469	9jdeOdXxnNO72ug4Fs4kmQ	"""Lemonberry Frozen Yogurt"""		"""12927 Pearl Rd"""	Strongsville	OH	44136	41.3193055	-81.8352643	4.0	19	1	Food;Ice Cream & Frozen Yogurt
45470	Q3ln3mvsckcD7ED8RsEgPg	"""Costco"""		"""16690 Royalton Rd"""	Strongsville	OH	44136	41.3168811	-81.8160285	4.0	31	1	Shopping;Wholesale Stores;Grocery;Food
45491	k0Bj4ZYyoICz6Mhx2f9Udg	"""River Dog Cafe"""		"""19900 Detroit Rd"""	Rocky River	OH	44116	41.4800612	-81.8419343	4.0	95	1	Food Trucks;American (New);American (Traditional);Pubs;Internet Cafes;Restaurants;Cafes;Nightlife;Hot Dogs;Bars;Food;Breakfast & Brunch
45493	jpphZO6GqahZJrM5ATP3mA	"""Schultz Upholstery"""		"""37931 Vine St"""	Willoughby	OH	44094	41.642947	-81.409542	4.5	3	1	Local Services;Home Services;Furniture Reupholstery
45495	8qTuIU_goGWDoFdYFGLJUA	"""Subway"""	East 185th	"""899 E 200th St"""	Cleveland	OH	44119	41.583385	-81.540119	4.0	3	1	Fast Food;Sandwiches;Restaurants
45496	2cMWPqJLjQ-ZvH2HvJvMsA	"""Adam's Place"""	East 185th	"""681 E 200th St"""	Cleveland	OH	44119	41.5876464	-81.5401514	4.0	11	1	American (Traditional);Sandwiches;Restaurants;Burgers
45502	PLND_2mjxaYzUpvoLgAIMQ	"""Loop Escape Room"""		"""149 Northmoreland Ave"""	Munroe Falls	OH	44262	41.1304016113	-81.4451980591	5.0	4	1	Active Life;Escape Games
45555	7qF6GArSy49RpN6g2DY77A	"""Inner Bliss Yoga Studio"""		"""19537 Lake Rd"""	Rocky River	OH	44116	41.4832031	-81.8388611	4.5	26	1	Fitness & Instruction;Yoga;Active Life
45573	8NCa78MZ4u7FMmP4zKpdBw	"""DeWitt's Diamond & Gold Exchange"""	Gateway District	"""530 Euclid Ave, Ste 24"""	Cleveland	OH	44115	41.4991795	-81.689137	5.0	5	1	Jewelry;Pawn Shops;Watches;Shopping
45606	N3oEQ6N6c_T9_L5swRxdGw	"""Zoup!"""		"""30050 Aurora Rd, Solon"""	Solon	OH	44139	41.396077	-81.466119	3.5	24	1	Soup;Restaurants;Salad;Sandwiches
45607	UbwvDjijaCiWYahtEPBZBQ	"""Rad Air Complete Car Care and Tire Centers"""		"""6221 Som Center Rd"""	Solon	OH	44139	41.3891638	-81.4354343	4.0	8	1	Tires;Oil Change Stations;Automotive;Auto Repair
45672	5Vf6FsUs2jyoH2KoLF6JjQ	"""Sunshine Flowers"""		"""6230 Stumph Rd"""	Parma Heights	OH	44130	41.394127	-81.770534	4.5	7	1	Florists;Flowers & Gifts;Wedding Planning;Shopping;Bridal;Event Planning & Services;Floral Designers
45704	urRSZQWfUpSnsofAaIXYHw	"""Max & Erma's Restaurants"""	Detroit-Shoreway	"""Cleveland Hopkins In"""	Cleveland	OH	44102	41.4789363	-81.7404134	1.5	3	1	Restaurants;American (Traditional)
45722	COUJUfrodU-MH4tenlzoXA	"""Rosie & Rocco's"""	Tower City	"""100 Public Sq"""	Cleveland	OH	44113	41.4980532128	-81.6928060897	4.0	16	1	Italian;Restaurants
45734	yT9kKGqkbLE66gHPDHDAfQ	"""Sound On Wheels"""		"""1832 Lee Rd"""	Cleveland	OH	44118	41.5098484	-81.5664467	5.0	4	1	Automotive;Car Stereo Installation
45737	gw0ZS5b5RP3Lzr1BoCbALg	"""Charkha Exotic Indian Cuisine"""	Warehouse District	"""1265 W 9th St"""	Cleveland	OH	44113	41.499746	-81.700714	4.0	44	0	Indian;Restaurants
45748	GDpd9KZdUgnjcoCWTTphqw	"""Szechuan Gourmet"""	Goodrich Kirtland	"""1735 E 36th St"""	Cleveland	OH	44114	41.508505	-81.663319	4.5	165	1	Restaurants;Chinese;Szechuan
45749	Shga7lyRNRFQWoFqTPUQCw	"""GRAZERS"""		"""425 Franklin Ave"""	Kent	OH	44240	41.1503037027	-81.3600497939	4.5	42	1	Restaurants;American (New);Vegan;Gluten-Free
45757	CXC1fdbIyigjbxBKEG7tHg	"""LifeCoach Massage"""	West Bank	"""2206 Superior Viaduct, Ste 201"""	Cleveland	OH	44113	41.493561	-81.705825	5.0	3	0	Massage;Beauty & Spas
45800	mWzhExCwYxElu1Jz4xRbQw	"""Scribbles Coffee"""		"""237 N Water St"""	Kent	OH	44240	41.1554266	-81.3578874	4.0	39	1	Coffee & Tea;Food
45802	vQS176hRUjKuqCz01aXJlg	"""D & R Bagels"""		"""33567 Aurora Rd"""	Solon	OH	44139	41.386172	-81.441055	3.5	24	1	Delis;Food;Restaurants;Bagels;Breakfast & Brunch
45803	rR2F2sFsx-djXbG1nlLJIA	"""Take 5 Oil Change"""		"""16808 Royalton Rd"""	Strongsville	OH	44136	41.313695	-81.8178889	4.0	4	1	Gas Stations;Smog Check Stations;Auto Repair;Automotive;Oil Change Stations
45814	QQ-B-dI3UyhEGWb6XF1gRw	"""Salon Lofts"""		"""3161 Westgate Shopping Mall"""	Rocky River	OH	44116	41.461123	-81.849747	5.0	4	1	Hair Salons;Hair Stylists;Nail Salons;Beauty & Spas
45823	5osfquwzCTRUNjIEWRmhUw	"""Pavo's Shoe Repair"""		"""7610 Mentor Ave"""	Mentor	OH	44060	41.657168	-81.369028	3.5	3	1	Shoe Repair;Local Services
45828	SQII1gslLSZbtDfTK09eAg	"""Madd Chef's"""		"""1091 Pearl Rd, Unit C"""	Brunswick	OH	44212	41.2455993	-81.8412394	3.0	6	0	American (New);Restaurants
45837	ewzwgSuA0_6um2q9U-iQvA	"""The Pompadour"""		"""320 High St"""	Fairport Harbor	OH	44077	41.7547684783	-81.2769416169	4.5	25	1	Bars;Tapas/Small Plates;Restaurants;Food;Beer;Wine & Spirits;Nightlife
45875	FshgH4USDQjBt6sLEGc1gw	"""Dennis A Gaishauser, DDS"""		"""4087 Medina Rd, Ste 100"""	Medina	OH	44256	41.1396372	-81.8338211	3.5	3	1	Dentists;Cosmetic Dentists;Health & Medical;Pediatric Dentists;Oral Surgeons;General Dentistry
45881	ORMRXh6h_GwzUdPOCceaQw	"""Falls Motor City"""		"""4100 State Rd"""	Cuyahoga Falls	OH	44223	41.1831727	-81.5092635	3.5	9	1	Automotive;Car Dealers;Auto Repair;Auto Parts & Supplies
45884	6xgauMxNUwAS31_hEDjhnA	"""Michaels"""		"""4798 Ridge Rd, Ste A"""	Brooklyn	OH	44144	41.4262004	-81.7361532	5.0	3	1	Arts & Crafts;Hobby Shops;Knitting Supplies;Arts & Entertainment;Shopping;Art Galleries
45895	KHB1-4q7vtKjXCStC4N53w	"""Best Gyros"""		"""7413 Mentor Ave"""	Mentor	OH	44060	41.6531470846	-81.3769994795	3.5	7	0	Restaurants;Greek;Specialty Food;Ethnic Food;Mediterranean;Sandwiches;Food
45907	YkwffFI2j8J1MK6TdnYNNA	"""Liz Nails"""		"""19890 Detroit Ave"""	Cleveland	OH	44116	41.4800823	-81.8418674	4.0	14	1	Beauty & Spas;Hair Removal;Eyebrow Services;Nail Salons;Waxing
45929	4P3zCFzQ1tT_7PLD73gMvQ	"""Back Stage Bar"""		"""17007 Lorain Ave"""	Cleveland	OH	44111	41.4500682	-81.8156477	4.0	26	1	American (Traditional);Restaurants;Bars;Nightlife
45934	RRRvA20VnBEa4jozcEDVnw	"""Olmsted Performing Arts"""		"""611 W Bagley Rd"""	Berea	OH	44017	41.3722625	-81.875344	4.5	3	1	Arts & Entertainment;Art Classes;Education;Performing Arts
45946	eYVH-qTyvbj6dAwERcoaoA	"""Dodd Camera"""		"""30789 Pinetree Rd"""	Pepper Pike	OH	44124	41.462931	-81.461819	1.0	3	0	Photography Stores & Services;Shopping
45960	gwOkvJJcIewDF7aZh_VMBQ	"""Accurate Moves By Mike"""	Brooklyn-Centre	""""""	Cleveland	OH	44109	41.4513221	-81.7021049	5.0	44	1	Home Services;Movers
45977	Dzebq-0XsLK40evR4N3U1A	"""Rock-n-Roll City Harley-Davidson"""		"""4985 W 150th St"""	Cleveland	OH	44111	41.4193350019	-81.8017567322	2.5	3	1	Automotive;Motorcycle Dealers;Shopping;Motorcycle Repair;Auto Parts & Supplies
45983	CR7cXcThsy0wNi-neUCjVg	"""Federal Reserve Bank of Cleveland"""	Civic Center	"""1455 E 6th St"""	Cleveland	OH	44114	41.501992	-81.69017	5.0	8	1	Museums;Financial Services;Arts & Entertainment;Banks & Credit Unions
46000	l3lM7HNbU5Wlrb6K4Vw69A	"""Cleveland Bartending School"""		"""1481 Warrensville Center Rd, Ste 1"""	Cleveland	OH	44121	41.5198414	-81.5361587	4.5	3	1	Bartending Schools;Education;Specialty Schools;Restaurants;Nightlife
46020	1ZmEH7_XLLaQS2TBtGqEWQ	"""Marc's Stores"""		"""30050 Detroit Rd"""	Westlake	OH	44145	41.4643923	-81.9537164	2.5	7	1	Specialty Food;Grocery;Discount Store;Fruits & Veggies;Shopping;Drugstores;Food
46045	--i1tTcggBi4cPkd-h5hDg	"""Lake Erie Nature & Science Center"""		"""28728 Wolf Rd"""	Bay Village	OH	44140	41.4857105404	-81.9373026059	4.5	19	1	Active Life;Education;Museums;Educational Services;Parks;Arts & Entertainment
46046	hqf_vF8G5F3pYBwCb8c5BA	"""Guys Pizza Co"""		"""5900 Ridge Rd"""	Parma	OH	44129	41.4023551941	-81.7347946167	2.0	12	1	Chicken Wings;Burgers;Pizza;Restaurants
46050	As3IAxnxayV1-7g4c3wA5Q	"""Mr Chicken"""		"""6382 Som Center Rd"""	Solon	OH	44139	41.3854836	-81.4381721	3.0	5	1	Restaurants;Fast Food
46063	ZjpVV9yza26SPS8151CNdQ	"""Vince's Barber Shop"""		"""14415 Cedar Rd"""	Cleveland	OH	44121	41.5013939	-81.5208592	4.5	6	1	Beauty & Spas;Barbers
46075	Nz0MchMpTVYmJbijeBSVew	"""Outback Steakhouse"""		"""738 Howe Ave"""	Cuyahoga Falls	OH	44221	41.1182529	-81.4727008	3.5	25	1	Steakhouses;Restaurants
46083	BH7-VBJn3sWgY4J16KJZRw	"""Christ Community Chapel - Hudson Campus"""		"""750 W Streetsboro St"""	Hudson	OH	44236	41.2317197	-81.4841728	3.5	4	1	Churches;Religious Organizations
46122	TT4fZoUR33DsxILK7m-GDg	"""Fitness 19"""		"""3740 Rocky River Dr"""	Cleveland	OH	44111	41.451856	-81.8169617	3.5	6	1	Trainers;Fitness & Instruction;Gyms;Active Life;Yoga
46140	ugrdtfYuHTlBj81PcDfavA	"""Fragapane Bakeries & Deli"""		"""650 Dover Center Rd"""	Bay Village	OH	44140	41.478173	-81.922074	4.5	22	1	Restaurants;Sandwiches;Delis;Food;Bakeries
46142	Q_qIm2tjZdsLBpu3_EDQkg	"""Kent Optometric"""		"""143 E Main St"""	Kent	OH	44240	41.1540094	-81.3571942	3.0	4	0	Eyewear & Opticians;Optometrists;Shopping;Health & Medical
46149	k96TjPxj9W_hRLlI57dnig	"""The Big Dipper"""	South Broadway	"""8602 Bancroft Ave"""	Cleveland	OH	44105	41.434892	-81.624687	2.5	3	0	Ice Cream & Frozen Yogurt;Food
46165	wiIVbG2ONHXBa5Vn-Y0fBQ	"""Redhawk Grille"""		"""7481 Auburn Rd"""	Painesville	OH	44077	41.667478	-81.243134	3.5	84	1	Nightlife;Burgers;Restaurants;Bars;Pubs;American (Traditional)
46184	zMu32MSmmgcJl8MBKIaUjg	"""Monster Tree Service"""		""""""	Cleveland	OH	44050	41.3817911505	-81.9371392578	5.0	8	1	Home Services;Landscaping;Tree Services;Home Cleaning
46190	NjhCjFtNANQvcD8G0flL0w	"""Cap'n Taco Restaurants"""		"""16099 Brookpark Rd"""	Brookpark	OH	44142	41.4182701	-81.8107219	4.0	35	1	Vegetarian;Mexican;Restaurants;Tex-Mex
46193	a7_eE0mg0JCspL3VMVMARg	"""Bedrooms Today"""		"""4974 Darrow Rd"""	Stow	OH	44224	41.2006244	-81.4410877	4.0	8	1	Furniture Stores;Home & Garden;Shopping;Mattresses
46200	vS9pxsyO0sgIyd7eAW20Wg	"""Alfredo's International Hair Design"""		"""25550 Chagrin Blvd"""	Beachwood	OH	44122	41.463861	-81.498804	2.5	3	1	Day Spas;Beauty & Spas;Nail Salons
46212	Or-2r51tgv6Ufi0S_JAzdw	"""Rocky River Public Library"""		"""1600 Hampton Rd"""	Rocky River	OH	44116	41.4767889	-81.8415646	5.0	5	1	Public Services & Government;Libraries
46229	eDoXXly5LT2GkMUTZddKtw	"""Burger King"""	Old Brooklyn	"""6000 Memphis Ave"""	Cleveland	OH	44144	41.440268	-81.7284721	2.0	3	1	Burgers;Restaurants
46250	zNTm-JdLXds0j5-BOOdleA	"""Potomac Bead Company"""		"""109 W Washington St"""	Medina	OH	44256	41.1382144	-81.8645988	2.5	3	0	Jewelry;Hobby Shops;Shopping
46251	REamBh8h57vu2NDtUNq8EQ	"""Miss Molly's Tea Room"""		"""140 W Washington St, Ste 6"""	Medina	OH	44256	41.1377471	-81.865667	3.0	29	1	Food;Flowers & Gifts;Tea Rooms;Gift Shops;Shopping
46270	7ED5DPk40iqlMpK1E7XoOg	"""Ferris Steak House & Tavern"""		"""2589 Wooster Rd"""	Rocky River	OH	44116	41.470545	-81.8362889	3.0	63	1	Nightlife;Restaurants;Steakhouses;Bars
46274	Ptt-yybpQFjnBfEMFaanHw	"""Forever Twenty-One"""		"""204 Great Northern Mall"""	North Olmsted	OH	44070	41.4151487	-81.9019791	3.5	5	1	Accessories;Women's Clothing;Shopping;Fashion
46280	4obS0iKET7Ho6pz5187zhA	"""Krieger's Health Foods"""		"""615 Graham Rd"""	Cuyahoga Falls	OH	44221	41.1603886	-81.4904413	4.0	34	1	Food;Specialty Food;Grocery;Health Markets;Fruits & Veggies
46296	YQbIopqTu_Ngm2BdIM5kpA	"""Greater Cleveland Regional Transit Authority"""	Warehouse District	"""1240 W 6th St"""	Cleveland	OH	44113	41.5005222	-81.6998937	3.0	32	1	Hotels & Travel;Public Services & Government;Public Transportation;Transportation
46304	2N4AeKjw2WdBchIVqYPv_A	"""The Nosh Box"""	Ohio City	""""""	Cleveland	OH	44113	41.4857101	-81.6966306	4.0	13	1	Food Stands;Restaurants;Tex-Mex;American (Traditional)
46317	TrFC-sLp6rtkV62BRqUYAQ	"""Highland Hops and Vines"""		"""544 Miner Rd"""	Highland Heights	OH	44143	41.5529608	-81.4579911	4.5	3	1	Tasting Classes;Wine Bars;Tobacco Shops;Wine Tasting Classes;Beer Gardens;Nightlife;Food;Beer;Wine & Spirits;Education;Shopping;Bars
46336	RdLcSAy0eJDBHg2P_qnywg	"""US Post Office"""		"""2711 W Market St"""	Fairlawn	OH	44333	41.124895	-81.6010068	2.0	5	1	Public Services & Government;Post Offices
46356	1gYcUlax8XSqiwpePArofg	"""La Quinta Inn Cleveland Airport North"""	Jefferson	"""4222 West 150 St"""	Cleveland	OH	44135	41.43989	-81.804206	3.0	28	1	Hotels & Travel;Hotels;Event Planning & Services
46360	3yudqEayXk0UOSvfL-f6xQ	"""Glenn's Cleaners"""		"""5350 Turney Rd"""	Cleveland	OH	44125	41.4165319	-81.6061	3.0	3	1	Local Services;Laundry Services;Dry Cleaning & Laundry
46362	hfiTsw84-38dRzt37zprLg	"""Medina County District Library - Brunswick Library"""		"""3649 Center Rd"""	Brunswick	OH	44212	41.238469	-81.816478	3.0	3	1	Public Services & Government;Libraries
46366	X9nfex_BFdgN-L-j9nBfqw	"""Martel Salon"""		"""12912 Larchmere Blvd"""	Cleveland	OH	44120	41.487146	-81.5922719	3.5	3	1	Waxing;Hair Removal;Beauty & Spas;Hair Salons;Nail Salons
46407	XUu0kQThRtv4iXysUOEdtQ	"""PIZZAFIRE"""		"""220 S Depeyster, Unit 103"""	Kent	OH	44240	41.151996	-81.356751	4.0	13	1	Restaurants;Pizza;Salad
46431	_L-TfoCeV89QVsjDLuu4Gg	"""State Road Family Practice"""		"""12744 State Rd"""	North Royalton	OH	44133	41.3211595	-81.7252968	1.0	3	1	Doctors;Health & Medical
